account_id,cluster,segment,umap_x,umap_y
ACCT-02387,-1,Unassigned,4.999386,12.666384
ACCT-02388,2,Low-Engagement,15.388915,-6.323416
ACCT-02389,-1,Unassigned,4.742174,13.21059
ACCT-02390,-1,Unassigned,8.433671,8.669476
ACCT-02391,-1,Unassigned,7.4873543,5.0591664
ACCT-02392,-1,Unassigned,7.204221,6.5859547
ACCT-02393,-1,Unassigned,8.365769,15.5046215
ACCT-02394,1,At-Risk Accounts,-4.958356,1.8486531
ACCT-02395,-1,Unassigned,9.037449,5.8685374
ACCT-02396,-1,Unassigned,6.4433694,8.153308
ACCT-02397,-1,Unassigned,5.6211452,10.931865
ACCT-02398,-1,Unassigned,7.4641123,11.574649
ACCT-02399,-1,Unassigned,9.978347,9.02028
ACCT-02400,-1,Unassigned,10.609272,9.034923
ACCT-02401,2,Low-Engagement,14.216014,-7.0469017
ACCT-02402,-1,Unassigned,7.758523,5.258157
ACCT-02403,-1,Unassigned,12.159735,7.460138
ACCT-02404,-1,Unassigned,8.250087,4.5385966
ACCT-02405,-1,Unassigned,7.9598284,11.219263
ACCT-02406,1,At-Risk Accounts,-2.168677,2.0761528
ACCT-02407,-1,Unassigned,6.124763,4.7360945
ACCT-02408,1,At-Risk Accounts,-3.8176486,4.6904535
ACCT-02409,-1,Unassigned,9.464654,7.6004357
ACCT-02410,-1,Unassigned,12.11612,7.8492374
ACCT-02411,2,Low-Engagement,14.10487,-4.8851295
ACCT-02412,-1,Unassigned,6.6870646,5.8261065
ACCT-02413,-1,Unassigned,9.702276,9.098626
ACCT-02414,-1,Unassigned,5.314663,8.621568
ACCT-02415,-1,Unassigned,5.3470507,10.195309
ACCT-02416,0,At-Risk Accounts,4.1698465,18.139845
ACCT-02417,1,At-Risk Accounts,-5.5541306,3.6063967
ACCT-02418,-1,Unassigned,5.6274304,12.720153
ACCT-02419,-1,Unassigned,10.928398,7.4747496
ACCT-02420,0,At-Risk Accounts,6.350545,20.186049
ACCT-02421,-1,Unassigned,6.8724613,10.341872
ACCT-02422,2,Low-Engagement,13.577015,-6.7680235
ACCT-02423,0,At-Risk Accounts,6.30869,18.794287
ACCT-02424,-1,Unassigned,7.898889,3.8811219
ACCT-02425,2,Low-Engagement,16.57846,-4.229528
ACCT-02426,-1,Unassigned,3.5609763,11.954933
ACCT-02427,-1,Unassigned,8.151171,4.1603284
ACCT-02428,-1,Unassigned,8.144898,8.127877
ACCT-02429,2,Low-Engagement,10.499095,-2.7958636
ACCT-02430,-1,Unassigned,8.250943,5.3454857
ACCT-02431,-1,Unassigned,10.64248,7.4057302
ACCT-02432,-1,Unassigned,10.494021,9.09516
ACCT-02433,1,At-Risk Accounts,-2.8505812,1.3664236
ACCT-02434,2,Low-Engagement,16.378496,-3.4145668
ACCT-02435,-1,Unassigned,7.141697,6.3387356
ACCT-02436,-1,Unassigned,10.605515,9.399653
ACCT-02437,2,Low-Engagement,13.466679,-3.6421075
ACCT-02438,-1,Unassigned,9.5644,10.112191
ACCT-02439,-1,Unassigned,10.456388,6.6278696
ACCT-02440,2,Low-Engagement,16.070343,-2.03369
ACCT-02441,-1,Unassigned,5.262136,9.962207
ACCT-02442,-1,Unassigned,8.381714,11.53452
ACCT-02443,-1,Unassigned,9.665636,10.13351
ACCT-02444,-1,Unassigned,10.8384075,8.994924
ACCT-02445,1,At-Risk Accounts,-1.166281,-0.20018417
ACCT-02446,-1,Unassigned,8.353922,17.812424
ACCT-02447,1,At-Risk Accounts,-3.6490264,3.6403997
ACCT-02448,-1,Unassigned,10.235788,5.8663754
ACCT-02449,1,At-Risk Accounts,-3.181111,-1.8529699
ACCT-02450,-1,Unassigned,10.192204,5.7958317
ACCT-02451,2,Low-Engagement,15.433735,-6.1305394
ACCT-02452,2,Low-Engagement,14.556417,-7.1802235
ACCT-02453,-1,Unassigned,7.801819,5.7220693
ACCT-02454,2,Low-Engagement,15.853482,-3.9107516
ACCT-02455,1,At-Risk Accounts,-3.5092967,3.6642888
ACCT-02456,2,Low-Engagement,10.333803,-5.580121
ACCT-02457,-1,Unassigned,8.235474,11.700104
ACCT-02458,-1,Unassigned,8.87425,8.119102
ACCT-02459,1,At-Risk Accounts,-4.7542696,-2.1486144
ACCT-02460,2,Low-Engagement,11.765533,-7.1959696
ACCT-02461,2,Low-Engagement,14.5334,-4.8184605
ACCT-02462,-1,Unassigned,5.49729,11.123198
ACCT-02463,-1,Unassigned,5.8473873,4.7963967
ACCT-02464,-1,Unassigned,10.455816,8.149637
ACCT-02465,-1,Unassigned,9.227515,5.6800537
ACCT-02466,2,Low-Engagement,13.484712,-2.6747015
ACCT-02467,1,At-Risk Accounts,-2.1117344,-1.090608
ACCT-02468,-1,Unassigned,6.6278863,7.14045
ACCT-02469,1,At-Risk Accounts,-6.335744,0.55938834
ACCT-02470,-1,Unassigned,8.11501,8.467413
ACCT-02471,2,Low-Engagement,15.515368,-6.0067806
ACCT-02472,2,Low-Engagement,11.770835,-6.0590305
ACCT-02473,-1,Unassigned,7.1175017,7.3226295
ACCT-02474,-1,Unassigned,6.4202824,5.1772056
ACCT-02475,-1,Unassigned,3.9266315,12.795758
ACCT-02476,-1,Unassigned,6.2497888,10.926208
ACCT-02477,0,At-Risk Accounts,3.3525949,19.24978
ACCT-02478,-1,Unassigned,8.941923,9.262644
ACCT-02479,2,Low-Engagement,13.559763,-2.0120244
ACCT-02480,1,At-Risk Accounts,-4.3278403,4.7887535
ACCT-02481,-1,Unassigned,4.969532,9.577948
ACCT-02482,0,At-Risk Accounts,7.1330476,19.207705
ACCT-02483,-1,Unassigned,9.183452,6.0554037
ACCT-02484,-1,Unassigned,3.6348908,7.7744126
ACCT-02485,1,At-Risk Accounts,-1.164625,0.09043504
ACCT-02486,2,Low-Engagement,15.311903,-7.0690656
ACCT-02487,2,Low-Engagement,16.328077,-4.1195707
ACCT-02488,0,At-Risk Accounts,7.494478,20.874508
ACCT-02489,-1,Unassigned,8.456283,6.441119
ACCT-02490,2,Low-Engagement,13.924382,-0.6458428
ACCT-02491,1,At-Risk Accounts,-5.4680777,3.704461
ACCT-02492,-1,Unassigned,3.9353578,12.885232
ACCT-02493,2,Low-Engagement,16.277689,-5.4825687
ACCT-02494,2,Low-Engagement,12.413931,-4.2660604
ACCT-02495,-1,Unassigned,6.9526653,6.573575
ACCT-02496,1,At-Risk Accounts,-4.3791738,-0.029582495
ACCT-02497,-1,Unassigned,8.059316,11.352481
ACCT-02498,2,Low-Engagement,16.573267,-4.1931133
ACCT-02499,-1,Unassigned,7.7636805,7.563305
ACCT-02500,-1,Unassigned,5.467133,16.797922
ACCT-02501,2,Low-Engagement,15.384665,-6.4982696
ACCT-02502,-1,Unassigned,8.415601,5.6272244
ACCT-02503,-1,Unassigned,8.184898,5.023409
ACCT-02504,-1,Unassigned,5.4670844,8.152696
ACCT-02505,-1,Unassigned,6.7238135,16.43947
ACCT-02506,2,Low-Engagement,15.588172,-1.9307822
ACCT-02507,-1,Unassigned,10.333319,7.71802
ACCT-02508,-1,Unassigned,3.36199,7.8892283
ACCT-02509,-1,Unassigned,9.946012,7.2591863
ACCT-02510,-1,Unassigned,6.0807757,7.1129794
ACCT-02511,1,At-Risk Accounts,-6.1039615,2.6435676
ACCT-02512,0,At-Risk Accounts,4.090468,18.311869
ACCT-02513,0,At-Risk Accounts,7.6170397,20.722181
ACCT-02514,-1,Unassigned,5.878539,9.872908
ACCT-02515,-1,Unassigned,7.489016,5.446522
ACCT-02516,0,At-Risk Accounts,5.5559635,21.163319
ACCT-02517,-1,Unassigned,6.817595,10.664612
ACCT-02518,-1,Unassigned,9.546744,9.10176
ACCT-02519,-1,Unassigned,5.0544467,10.535102
ACCT-02520,0,At-Risk Accounts,6.771889,19.600468
ACCT-02521,-1,Unassigned,5.4906845,4.950323
ACCT-02522,-1,Unassigned,9.836488,10.139839
ACCT-02523,-1,Unassigned,8.484763,6.2709007
ACCT-02524,2,Low-Engagement,13.527012,-6.7710147
ACCT-02525,-1,Unassigned,7.7141113,11.575844
ACCT-02526,-1,Unassigned,7.2590804,5.5630074
ACCT-02527,-1,Unassigned,10.111384,7.6059713
ACCT-02528,-1,Unassigned,9.261414,7.149529
ACCT-02529,2,Low-Engagement,13.467219,-6.8851113
ACCT-02530,-1,Unassigned,9.293636,5.3309216
ACCT-02531,2,Low-Engagement,12.365607,-4.089295
ACCT-02532,-1,Unassigned,11.737369,6.647994
ACCT-02533,-1,Unassigned,8.545983,17.259571
ACCT-02534,-1,Unassigned,10.328708,6.935911
ACCT-02535,-1,Unassigned,3.388891,7.8231187
ACCT-02536,2,Low-Engagement,10.442515,-2.8544116
ACCT-02537,-1,Unassigned,9.341486,7.9400034
ACCT-02538,-1,Unassigned,8.469363,17.312614
ACCT-02539,-1,Unassigned,5.3651237,5.304178
ACCT-02540,1,At-Risk Accounts,-3.8158336,-1.7854351
ACCT-02541,1,At-Risk Accounts,-6.407445,1.2287816
ACCT-02542,1,At-Risk Accounts,-0.81299776,-1.1489099
ACCT-02543,-1,Unassigned,3.3756936,8.04847
ACCT-02544,-1,Unassigned,6.09099,5.633923
ACCT-02545,1,At-Risk Accounts,-3.3622842,3.5170093
ACCT-02546,2,Low-Engagement,16.614834,-4.4097514
ACCT-02547,-1,Unassigned,5.729773,9.674344
ACCT-02548,1,At-Risk Accounts,-2.7535741,0.48411104
ACCT-02549,1,At-Risk Accounts,-2.0221133,-1.7312789
ACCT-02550,1,At-Risk Accounts,-3.842941,0.923044
ACCT-02551,-1,Unassigned,5.4371667,5.116352
ACCT-02552,-1,Unassigned,9.090025,4.479232
ACCT-02553,-1,Unassigned,8.033641,5.579634
ACCT-02554,-1,Unassigned,6.4980617,8.251595
ACCT-02555,2,Low-Engagement,12.697383,-7.758326
ACCT-02556,-1,Unassigned,4.6343813,13.110219
ACCT-02557,-1,Unassigned,9.3970785,8.714729
ACCT-02558,-1,Unassigned,7.5853715,6.746252
ACCT-02559,-1,Unassigned,8.900107,17.80655
ACCT-02560,-1,Unassigned,9.431779,8.295264
ACCT-02561,-1,Unassigned,6.416067,4.38012
ACCT-02562,-1,Unassigned,10.614124,7.057982
ACCT-02563,1,At-Risk Accounts,-0.8438507,-1.2165384
ACCT-02564,-1,Unassigned,8.375338,4.6241856
ACCT-02565,1,At-Risk Accounts,-4.8674192,-0.117225364
ACCT-02566,-1,Unassigned,3.5380054,12.177883
ACCT-02567,-1,Unassigned,7.255157,12.057132
ACCT-02568,-1,Unassigned,7.876241,5.1827765
ACCT-02569,2,Low-Engagement,16.368769,-2.755686
ACCT-02570,-1,Unassigned,3.5094452,12.0282955
ACCT-02571,1,At-Risk Accounts,-2.631818,-0.02845395
ACCT-02572,2,Low-Engagement,11.741617,-5.839548
ACCT-02573,-1,Unassigned,7.9722958,5.365239
ACCT-02574,-1,Unassigned,6.6324983,8.321692
ACCT-02575,-1,Unassigned,11.247843,7.341542
ACCT-02576,-1,Unassigned,10.362754,6.210993
ACCT-02577,-1,Unassigned,8.620794,4.156984
ACCT-02578,-1,Unassigned,8.216749,8.560291
ACCT-02579,2,Low-Engagement,13.918045,-4.6787453
ACCT-02580,-1,Unassigned,8.379501,15.877773
ACCT-02581,-1,Unassigned,6.880829,4.6669683
ACCT-02582,-1,Unassigned,8.704436,17.440086
ACCT-02583,0,At-Risk Accounts,5.2366652,21.69644
ACCT-02584,-1,Unassigned,7.7935553,17.498943
ACCT-02585,-1,Unassigned,9.229488,9.041239
ACCT-02586,-1,Unassigned,8.932608,8.392541
ACCT-02587,0,At-Risk Accounts,6.562265,18.68613
ACCT-02588,-1,Unassigned,9.454667,8.176317
ACCT-02589,-1,Unassigned,5.5573435,6.794226
ACCT-02590,-1,Unassigned,6.9490867,7.9804516
ACCT-02591,2,Low-Engagement,14.182589,-3.7804341
ACCT-02592,-1,Unassigned,9.193883,6.863681
ACCT-02593,-1,Unassigned,7.2392025,11.38067
ACCT-02594,1,At-Risk Accounts,-4.8744802,1.8270838
ACCT-02595,-1,Unassigned,9.335445,5.733531
ACCT-02596,0,At-Risk Accounts,6.3217025,18.867588
ACCT-02597,-1,Unassigned,5.640897,6.763033
ACCT-02598,-1,Unassigned,8.153081,5.429998
ACCT-02599,2,Low-Engagement,14.294204,-4.0141387
ACCT-02600,-1,Unassigned,9.763536,9.426124
ACCT-02601,-1,Unassigned,7.709281,4.446274
ACCT-02602,1,At-Risk Accounts,-2.7963402,2.2610135
ACCT-02603,2,Low-Engagement,15.670674,-1.4434475
ACCT-02604,-1,Unassigned,5.811432,11.984068
ACCT-02605,-1,Unassigned,7.13782,11.931931
ACCT-02606,-1,Unassigned,8.740044,7.531343
ACCT-02607,-1,Unassigned,4.6930194,9.218009
ACCT-02608,2,Low-Engagement,12.031654,-5.432708
ACCT-02609,-1,Unassigned,6.6521096,8.122252
ACCT-02610,-1,Unassigned,8.401572,7.3679857
ACCT-02611,-1,Unassigned,9.930321,8.136836
ACCT-02612,-1,Unassigned,6.1111975,6.4177256
ACCT-02613,-1,Unassigned,10.630817,7.6613975
ACCT-02614,-1,Unassigned,6.3278575,7.440416
ACCT-02615,-1,Unassigned,7.1215777,6.653828
ACCT-02616,-1,Unassigned,8.518792,11.376894
ACCT-02617,2,Low-Engagement,13.416887,-3.141299
ACCT-02618,-1,Unassigned,12.381294,8.096146
ACCT-02619,2,Low-Engagement,13.441331,-6.8911343
ACCT-02620,-1,Unassigned,6.7155347,4.60167
ACCT-02621,-1,Unassigned,9.414598,7.5051956
ACCT-02622,0,At-Risk Accounts,7.003293,19.591955
ACCT-02623,2,Low-Engagement,13.393246,-2.9263468
ACCT-02624,1,At-Risk Accounts,-4.3737426,4.840854
ACCT-02625,1,At-Risk Accounts,-2.066919,1.9671628
ACCT-02626,-1,Unassigned,6.1392984,7.015229
ACCT-02627,1,At-Risk Accounts,-2.841655,3.0331357
ACCT-02628,1,At-Risk Accounts,-5.693738,3.2940867
ACCT-02629,-1,Unassigned,3.3588295,7.8990397
ACCT-02630,0,At-Risk Accounts,4.031158,20.839266
ACCT-02631,1,At-Risk Accounts,-6.1195273,2.7762399
ACCT-02632,2,Low-Engagement,14.657717,-5.412254
ACCT-02633,-1,Unassigned,6.2962756,4.471671
ACCT-02634,-1,Unassigned,6.6400194,7.366906
ACCT-02635,1,At-Risk Accounts,-1.2029544,-1.6714709
ACCT-02636,1,At-Risk Accounts,-5.7144628,-0.23182522
ACCT-02637,-1,Unassigned,7.838833,11.607605
ACCT-02638,-1,Unassigned,10.148779,7.768813
ACCT-02639,0,At-Risk Accounts,6.650145,21.590658
ACCT-02640,-1,Unassigned,11.636648,6.7313957
ACCT-02641,2,Low-Engagement,15.778789,-1.5877607
ACCT-02642,-1,Unassigned,9.383388,9.970805
ACCT-02643,2,Low-Engagement,9.942614,-4.561224
ACCT-02644,1,At-Risk Accounts,-1.8370482,0.46782437
ACCT-02645,-1,Unassigned,9.686307,7.56664
ACCT-02646,-1,Unassigned,9.858814,7.503336
ACCT-02647,2,Low-Engagement,10.06385,-4.8898444
ACCT-02648,-1,Unassigned,11.797306,6.783811
ACCT-02649,-1,Unassigned,11.25845,7.178712
ACCT-02650,2,Low-Engagement,10.239309,-3.751026
ACCT-02651,1,At-Risk Accounts,-3.1952274,1.5000036
ACCT-02652,-1,Unassigned,9.770036,7.6076503
ACCT-02653,-1,Unassigned,10.128762,7.165589
ACCT-02654,1,At-Risk Accounts,-4.2042747,1.939924
ACCT-02655,2,Low-Engagement,15.342593,-3.9359782
ACCT-02656,-1,Unassigned,11.418458,7.9555264
ACCT-02657,-1,Unassigned,6.739907,6.2185826
ACCT-02658,-1,Unassigned,8.079024,11.887246
ACCT-02659,-1,Unassigned,8.282974,11.726553
ACCT-02660,2,Low-Engagement,15.298887,-7.083467
ACCT-02661,-1,Unassigned,5.8588233,5.278731
ACCT-02662,1,At-Risk Accounts,-5.8209467,3.360004
ACCT-02663,-1,Unassigned,7.7362437,11.346296
ACCT-02664,1,At-Risk Accounts,-4.058268,4.762389
ACCT-02665,-1,Unassigned,7.95268,4.845378
ACCT-02666,2,Low-Engagement,15.394577,-6.337043
ACCT-02667,-1,Unassigned,7.9820695,16.000587
ACCT-02668,-1,Unassigned,6.5276423,4.6762295
ACCT-02669,1,At-Risk Accounts,-0.78996587,-0.8367991
ACCT-02670,-1,Unassigned,9.013578,5.314752
ACCT-02671,1,At-Risk Accounts,-5.822841,3.1304564
ACCT-02672,1,At-Risk Accounts,-6.1897182,0.3315298
ACCT-02673,1,At-Risk Accounts,-6.444376,1.3229628
ACCT-02674,1,At-Risk Accounts,-2.7622592,0.3964515
ACCT-02675,-1,Unassigned,5.4837866,6.7709084
ACCT-02676,-1,Unassigned,9.797546,9.503067
ACCT-02677,-1,Unassigned,7.0704947,5.7713985
ACCT-02678,-1,Unassigned,11.463111,8.296297
ACCT-02679,-1,Unassigned,6.0923095,4.8832603
ACCT-02680,2,Low-Engagement,13.436568,-6.8990088
ACCT-02681,-1,Unassigned,9.374397,7.2963967
ACCT-02682,0,At-Risk Accounts,4.5569286,21.33705
ACCT-02683,1,At-Risk Accounts,-1.0181255,-0.6120683
ACCT-02684,-1,Unassigned,10.452756,9.246918
ACCT-02685,2,Low-Engagement,11.636132,-4.3358865
ACCT-02686,-1,Unassigned,3.6250074,8.146596
ACCT-02687,2,Low-Engagement,15.251496,-1.6393899
ACCT-02688,-1,Unassigned,6.948461,7.457498
ACCT-02689,1,At-Risk Accounts,-3.7504544,-0.16916774
ACCT-02690,-1,Unassigned,7.845335,6.53283
ACCT-02691,-1,Unassigned,9.962041,8.753819
ACCT-02692,-1,Unassigned,7.1104035,4.3076277
ACCT-02693,2,Low-Engagement,13.453689,-6.5603876
ACCT-02694,2,Low-Engagement,16.187757,-5.4717894
ACCT-02695,-1,Unassigned,6.5191584,10.620015
ACCT-02696,-1,Unassigned,6.10696,4.5009146
ACCT-02697,-1,Unassigned,8.299789,15.929197
ACCT-02698,-1,Unassigned,5.7656403,7.1260033
ACCT-02699,-1,Unassigned,12.328544,7.877044
ACCT-02700,2,Low-Engagement,9.931728,-4.3984156
ACCT-02701,-1,Unassigned,3.4949772,7.8141994
ACCT-02702,-1,Unassigned,6.5073037,8.348452
ACCT-02703,-1,Unassigned,7.3385005,4.364439
ACCT-02704,2,Low-Engagement,13.145483,-3.359752
ACCT-02705,-1,Unassigned,10.586351,9.673937
ACCT-02706,2,Low-Engagement,14.677424,-5.2131534
ACCT-02707,-1,Unassigned,5.3928385,11.1865225
ACCT-02708,-1,Unassigned,5.3579907,10.127625
ACCT-02709,-1,Unassigned,10.401685,5.4613853
ACCT-02710,-1,Unassigned,9.377825,7.180602
ACCT-02711,-1,Unassigned,6.091853,10.2022
ACCT-02712,-1,Unassigned,6.9641604,10.974379
ACCT-02713,0,At-Risk Accounts,3.7789636,20.268064
ACCT-02714,2,Low-Engagement,13.055517,-1.4238772
ACCT-02715,-1,Unassigned,6.5306177,10.2054405
ACCT-02716,-1,Unassigned,10.488082,9.725021
ACCT-02717,-1,Unassigned,7.850696,6.2917967
ACCT-02718,-1,Unassigned,5.0929747,13.011516
ACCT-02719,1,At-Risk Accounts,-0.8219218,-0.51259446
ACCT-02720,-1,Unassigned,9.922566,8.460494
ACCT-02721,-1,Unassigned,7.3895965,6.1665573
ACCT-02722,-1,Unassigned,3.6030197,8.034981
ACCT-02723,1,At-Risk Accounts,-5.6442995,-0.3114021
ACCT-02724,-1,Unassigned,6.5418587,11.489719
ACCT-02725,-1,Unassigned,7.9975142,4.07443
ACCT-02726,2,Low-Engagement,13.122478,-7.3700414
ACCT-02727,-1,Unassigned,5.3396344,11.349974
ACCT-02728,-1,Unassigned,10.058515,9.926248
ACCT-02729,-1,Unassigned,9.713638,6.761197
ACCT-02730,-1,Unassigned,8.476378,17.337711
ACCT-02731,-1,Unassigned,9.052063,9.27499
ACCT-02732,-1,Unassigned,6.503311,6.5670776
ACCT-02733,1,At-Risk Accounts,-1.4142575,0.47844175
ACCT-02734,-1,Unassigned,5.703438,4.5681906
ACCT-02735,1,At-Risk Accounts,-6.420235,1.1682931
ACCT-02736,0,At-Risk Accounts,5.819185,18.788511
ACCT-02737,-1,Unassigned,11.766463,8.965614
ACCT-02738,2,Low-Engagement,16.459162,-5.257725
ACCT-02739,1,At-Risk Accounts,-4.883405,4.3791337
ACCT-02740,-1,Unassigned,6.6906114,10.558009
ACCT-02741,-1,Unassigned,7.5752378,5.251757
ACCT-02742,-1,Unassigned,6.10589,11.205329
ACCT-02743,-1,Unassigned,9.163942,5.2246966
ACCT-02744,-1,Unassigned,5.67832,7.172501
ACCT-02745,2,Low-Engagement,16.311481,-2.528684
ACCT-02746,0,At-Risk Accounts,7.0991397,19.273054
ACCT-02747,0,At-Risk Accounts,7.6293087,20.687897
ACCT-02748,-1,Unassigned,6.458861,7.109652
ACCT-02749,-1,Unassigned,3.7560375,12.120062
ACCT-02750,-1,Unassigned,6.1306314,11.409691
ACCT-02751,-1,Unassigned,10.026089,7.493635
ACCT-02752,2,Low-Engagement,13.467975,-1.8528708
ACCT-02753,-1,Unassigned,6.4842677,11.170468
ACCT-02754,2,Low-Engagement,13.681086,-1.055882
ACCT-02755,-1,Unassigned,10.4567585,7.758751
ACCT-02756,-1,Unassigned,10.819622,7.5981865
ACCT-02757,2,Low-Engagement,11.790245,-5.787982
ACCT-02758,-1,Unassigned,12.396911,7.7942524
ACCT-02759,-1,Unassigned,7.84083,6.881082
ACCT-02760,-1,Unassigned,10.21878,5.826391
ACCT-02761,2,Low-Engagement,11.797393,-6.1689897
ACCT-02762,0,At-Risk Accounts,7.500063,20.8793
ACCT-02763,-1,Unassigned,6.061206,6.6731834
ACCT-02764,-1,Unassigned,3.7558432,12.592829
ACCT-02765,-1,Unassigned,6.9973717,3.9310482
ACCT-02766,1,At-Risk Accounts,-2.1577094,1.0193497
ACCT-02767,-1,Unassigned,8.152966,4.1750817
ACCT-02768,-1,Unassigned,7.960756,6.8955665
ACCT-02769,-1,Unassigned,7.328974,4.4856696
ACCT-02770,-1,Unassigned,7.835513,11.728554
ACCT-02771,-1,Unassigned,7.0157795,7.8781323
ACCT-02772,-1,Unassigned,7.3086286,7.5178833
ACCT-02773,-1,Unassigned,8.382902,15.893137
ACCT-02774,-1,Unassigned,7.46684,7.1243668
ACCT-02775,1,At-Risk Accounts,-6.4603925,1.3688024
ACCT-02776,-1,Unassigned,10.433269,7.618745
ACCT-02777,1,At-Risk Accounts,-1.1312804,-0.11636931
ACCT-02778,1,At-Risk Accounts,-5.415955,-1.8821135
ACCT-02779,-1,Unassigned,3.6317456,8.017867
ACCT-02780,-1,Unassigned,7.3515487,9.466079
ACCT-02781,0,At-Risk Accounts,3.6986673,20.098063
ACCT-02782,-1,Unassigned,8.136787,6.132222
ACCT-02783,1,At-Risk Accounts,-6.445256,1.4787188
ACCT-02784,-1,Unassigned,6.0431843,11.331467
ACCT-02785,2,Low-Engagement,15.314484,-7.023163
ACCT-02786,2,Low-Engagement,13.848373,-1.9366721
ACCT-02787,-1,Unassigned,5.7485824,4.427868
ACCT-02788,-1,Unassigned,8.386841,4.1869435
ACCT-02789,-1,Unassigned,9.441871,9.424689
ACCT-02790,-1,Unassigned,11.4537,7.445227
ACCT-02791,-1,Unassigned,7.9165535,17.420809
ACCT-02792,-1,Unassigned,7.5167656,7.2995114
ACCT-02793,-1,Unassigned,8.003737,4.509157
ACCT-02794,-1,Unassigned,8.103243,4.429924
ACCT-02795,-1,Unassigned,7.7948046,8.543952
ACCT-02796,2,Low-Engagement,14.170836,-7.0485673
ACCT-02797,-1,Unassigned,7.409387,5.825206
ACCT-02798,-1,Unassigned,8.562528,4.9878774
ACCT-02799,-1,Unassigned,8.114458,6.4405727
ACCT-02800,2,Low-Engagement,15.39735,-1.1435857
ACCT-02801,-1,Unassigned,9.485729,8.954945
ACCT-02802,-1,Unassigned,4.872598,13.285148
ACCT-02803,1,At-Risk Accounts,-1.8614774,0.762648
ACCT-02804,-1,Unassigned,4.996631,8.619464
ACCT-02805,0,At-Risk Accounts,7.2499638,18.942474
ACCT-02806,-1,Unassigned,5.572205,7.773486
ACCT-02807,-1,Unassigned,7.7338448,5.861455
ACCT-02808,0,At-Risk Accounts,3.2945466,19.395847
ACCT-02809,-1,Unassigned,7.481074,11.454141
ACCT-02810,-1,Unassigned,4.9596972,13.383411
ACCT-02811,2,Low-Engagement,14.4275875,-0.45747247
ACCT-02812,2,Low-Engagement,10.325886,-5.545538
ACCT-02813,-1,Unassigned,3.9009724,12.716205
ACCT-02814,-1,Unassigned,3.6408846,11.907061
ACCT-02815,-1,Unassigned,6.0876355,4.291973
ACCT-02816,1,At-Risk Accounts,-4.160776,4.795117
ACCT-02817,-1,Unassigned,5.984168,5.6513443
ACCT-02818,1,At-Risk Accounts,-5.157769,1.8254598
ACCT-02819,-1,Unassigned,8.821776,7.1745863
ACCT-02820,-1,Unassigned,6.2036858,6.7126245
ACCT-02821,2,Low-Engagement,13.773629,-4.016495
ACCT-02822,-1,Unassigned,3.8503091,12.588271
ACCT-02823,-1,Unassigned,12.38484,8.107112
ACCT-02824,-1,Unassigned,12.37867,7.874922
ACCT-02825,2,Low-Engagement,16.28272,-2.520146
ACCT-02826,-1,Unassigned,6.0448065,6.4090643
ACCT-02827,-1,Unassigned,7.679993,8.945856
ACCT-02828,2,Low-Engagement,10.345346,-5.662212
ACCT-02829,2,Low-Engagement,16.456924,-3.581283
ACCT-02830,-1,Unassigned,5.886967,10.29645
ACCT-02831,1,At-Risk Accounts,-2.5653243,2.1370475
ACCT-02832,1,At-Risk Accounts,-5.464727,1.6769853
ACCT-02833,-1,Unassigned,10.4933,6.3104267
ACCT-02834,-1,Unassigned,10.966043,7.9331527
ACCT-02835,-1,Unassigned,7.705018,8.204669
ACCT-02836,-1,Unassigned,7.8324404,3.9386756
ACCT-02837,-1,Unassigned,5.9815245,6.82528
ACCT-02838,-1,Unassigned,11.7389965,8.938088
ACCT-02839,-1,Unassigned,6.718164,16.440775
ACCT-02840,2,Low-Engagement,13.1112795,-3.6218119
ACCT-02841,1,At-Risk Accounts,-2.3945518,-0.44030017
ACCT-02842,-1,Unassigned,5.371026,5.373321
ACCT-02843,-1,Unassigned,5.319129,10.179889
ACCT-02844,-1,Unassigned,5.5200562,10.325338
ACCT-02845,-1,Unassigned,6.942416,5.8006907
ACCT-02846,0,At-Risk Accounts,6.8481374,19.160282
ACCT-02847,-1,Unassigned,7.549371,16.171787
ACCT-02848,2,Low-Engagement,13.712215,-1.2960898
ACCT-02849,1,At-Risk Accounts,-3.0678055,3.2471788
ACCT-02850,-1,Unassigned,11.179315,8.793867
ACCT-02851,-1,Unassigned,6.350916,4.775862
ACCT-02852,2,Low-Engagement,13.038554,-7.451972
ACCT-02853,-1,Unassigned,8.4027,4.8009477
ACCT-02854,-1,Unassigned,7.468868,5.238139
ACCT-02855,-1,Unassigned,7.0700684,3.8979936
ACCT-02856,-1,Unassigned,9.398295,7.252809
ACCT-02857,1,At-Risk Accounts,-3.623893,1.4030116
ACCT-02858,-1,Unassigned,6.739482,4.0336304
ACCT-02859,1,At-Risk Accounts,-2.0396247,1.5390341
ACCT-02860,1,At-Risk Accounts,-2.2702885,1.6317624
ACCT-02861,1,At-Risk Accounts,-6.423687,1.0157429
ACCT-02862,1,At-Risk Accounts,-0.90469426,-0.20871267
ACCT-02863,-1,Unassigned,7.3477573,10.392956
ACCT-02864,-1,Unassigned,9.666174,9.850495
ACCT-02865,-1,Unassigned,6.076538,10.10513
ACCT-02866,1,At-Risk Accounts,-5.3404503,-1.8838819
ACCT-02867,-1,Unassigned,5.5194254,5.218718
ACCT-02868,-1,Unassigned,3.4242291,7.8128257
ACCT-02869,-1,Unassigned,7.7305913,17.603855
