account_id,tier,region,industry,is_churned,annual_contract_value,onboarding_date,tenure_days,tier_rank,booking_count_30d,total_spend_30d,avg_booking_amount_30d,booking_count_90d,total_spend_90d,avg_booking_amount_90d,booking_count_180d,total_spend_180d,avg_booking_amount_180d,days_since_last_booking,total_booking_count,total_spend,booking_volume_trend,spend_trend,spend_acceleration,cancellation_rate_30d,cancellation_rate_90d,num_active_products,product_diversity_score,active_contract_value,contract_renewal_count,has_neo,has_egencia_analytics_studio,has_meetings_and_events,has_travel_consulting,total_ticket_count,avg_resolution_hours,ticket_rate_per_month,p1_p2_escalation_ratio,ticket_count_90d,ticket_trend_ratio,avg_severe_resolution_hours,ticket_category_concentration,out_of_policy_rate_30d,out_of_policy_rate_90d,oop_trend,destination_diversity,avg_lead_time_days,clv_12m,feature_timestamp
ACCT-01857,Silver,EMEA,Logistics & Transportation,False,90638.25,2020-11-21,771,2,3.0,1003.9,334.6333333333333,5.0,1782.2,356.44,13.0,4552.76,350.2123076923077,1.0,48.0,14494.95,-0.034443817052512704,-0.5708181818181803,81.16064102564104,0.0,0.0,1.0,-7.213475800929758e-11,17694.19,0,1.0,0.0,0.0,0.0,2.0,72.56,0.13036402569593147,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,30.92982456140351,29375.83,2026-04-14 20:17:53.742139
ACCT-01858,Silver,EMEA,Manufacturing,False,107782.04,2021-12-14,383,2,6.0,1253.45,208.90833333333333,16.0,5199.27,324.954375,34.0,12013.18,353.32882352941175,7.0,67.0,23512.37,0.21428571428571427,12.007937062937074,4.8685204991086835,0.0,0.1111111111111111,1.0,-7.213475800929758e-11,14805.49,0,1.0,0.0,0.0,0.0,4.0,62.18,0.4257342657342657,0.0,2.0,1.565922032413491,0.0,0.5,0.16666666666666666,0.1111111111111111,0.05555555555555555,6.0,30.435897435897434,38977.17,2026-04-14 20:17:53.742139
ACCT-01859,Silver,North America,Technology,False,106544.35,2024-11-04,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01860,Silver,North America,Financial Services,False,43833.74,2022-05-23,223,2,2.0,602.38,301.19,9.0,3100.0,344.44444444444446,15.0,4533.4800000000005,302.232,22.0,17.0,5265.72,0.42857142857142855,75.23357142857147,-63.88799999999998,0.6,0.3076923076923077,2.0,0.49999999985573046,15338.25,0,0.0,1.0,0.0,1.0,5.0,76.536,1.2079365079365079,0.0,1.0,0.2759526938239159,0.0,0.4,0.0,0.0,0.0,5.0,32.44,22775.84,2026-04-14 20:17:53.742139
ACCT-01861,Bronze,North America,Real Estate,False,20134.96,2024-10-20,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01862,Bronze,EMEA,Media & Entertainment,False,25701.74,2024-02-19,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01863,Silver,EMEA,Manufacturing,False,117733.25,2022-03-07,300,2,3.0,1240.27,413.42333333333335,5.0,1606.28,321.256,10.0,2865.15,286.515,3.0,17.0,5236.88,-0.05952380952380952,-18.633809523809525,-52.303571428571445,0.0,0.2857142857142857,2.0,0.49999999985573046,31821.33,0,1.0,0.0,1.0,0.0,20.0,48.483,2.314828897338403,0.05,6.0,0.8639947437582128,10.04,0.35,0.0,0.14285714285714285,-0.14285714285714285,6.0,33.69565217391305,32875.68,2026-04-14 20:17:53.742139
ACCT-01864,Bronze,APAC,Telecommunications,False,5000.0,2024-07-03,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01865,Bronze,North America,Consulting,False,20418.73,2021-09-28,460,1,2.0,282.04,141.02,3.0,527.3199999999999,175.7733333333333,4.0,586.24,146.56,12.0,18.0,3116.5,-0.07272727272727272,-27.291454545454545,-12.298571428571421,0.0,0.0,1.0,-7.213475800929758e-11,2329.72,0,0.0,0.0,1.0,0.0,1.0,47.45,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.3333333333333333,0.16666666666666669,3.0,31.3,3722.0,2026-04-14 20:17:53.742139
ACCT-01866,Bronze,EMEA,Retail,False,13540.82,2022-07-05,180,1,1.0,134.65,134.65,3.0,498.08000000000004,166.02666666666667,4.0,958.04,239.51,6.0,4.0,958.04,0.1,-107.71,0.0,0.0,0.25,1.0,-7.213475800929758e-11,1483.32,0,1.0,0.0,0.0,0.0,5.0,33.028,1.153030303030303,0.2,2.0,0.5781865965834427,3.36,0.6,0.0,0.0,0.0,2.0,32.4,0.0,2026-04-14 20:17:53.742139
ACCT-01867,Gold,APAC,Manufacturing,False,117837.35,2023-05-27,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68619.67,2026-04-14 20:17:53.742139
ACCT-01868,Silver,APAC,Financial Services,False,103657.64,2022-12-12,20,2,5.0,1684.83,336.966,5.0,1684.83,336.966,5.0,1684.83,336.966,1.0,5.0,1684.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.8,38241.18,2026-04-14 20:17:53.742139
ACCT-01869,Bronze,APAC,Consulting,False,21010.86,2024-02-22,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01870,Silver,APAC,Manufacturing,False,23991.25,2020-10-25,798,2,4.0,1039.24,259.81,7.0,1863.53,266.2185714285714,17.0,6227.54,366.32588235294116,1.0,69.0,23613.34,-0.08102766798418971,-28.632922077922075,51.47921568627453,0.0,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,39.50142857142857,0.7891851851851852,0.14285714285714285,0.0,0.0,9.295,0.35714285714285715,0.0,0.1,-0.1,6.0,27.919540229885058,9399.91,2026-04-14 20:17:53.742139
ACCT-01871,Silver,North America,Retail,False,76197.46,2022-06-29,186,2,10.0,3830.4700000000003,383.047,12.0,4027.51,335.62583333333333,19.0,6141.1,323.21578947368425,1.0,20.0,6484.51,0.9285714285714285,454.60485714285716,-20.19421052631577,0.09090909090909091,0.42857142857142855,1.0,-7.213475800929758e-11,14341.36,0,0.0,0.0,0.0,1.0,4.0,53.68,1.6679452054794521,0.25,0.0,0.0,14.65,0.5,0.18181818181818182,0.14285714285714285,0.038961038961038974,5.0,30.0,30412.3,2026-04-14 20:17:53.742139
ACCT-01872,Bronze,EMEA,Technology,False,40268.95,2023-04-29,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3435.87,2026-04-14 20:17:53.742139
ACCT-01873,Bronze,LATAM,Manufacturing,False,11449.82,2021-08-27,492,1,2.0,812.3100000000001,406.15500000000003,4.0,1340.03,335.0075,9.0,2191.58,243.5088888888889,25.0,33.0,8231.51,-0.16263736263736264,-33.94258241758242,-9.490277777777749,0.0,0.0,1.0,-7.213475800929758e-11,1000.0,0,0.0,1.0,0.0,0.0,3.0,13.9,0.3308695652173913,0.3333333333333333,0.0,0.0,6.75,0.6666666666666666,0.5,0.25,0.25,6.0,34.138888888888886,6613.01,2026-04-14 20:17:53.742139
ACCT-01874,Bronze,EMEA,Retail,False,28997.03,2024-05-02,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01875,Bronze,North America,Legal,False,36757.78,2021-07-05,545,1,3.0,527.49,175.83,3.0,527.49,175.83,3.0,527.49,175.83,4.0,6.0,1631.65,0.4,-73.42100000000002,-22.00999999999999,0.0,0.0,1.0,-7.213475800929758e-11,8261.06,0,0.0,1.0,0.0,0.0,2.0,14.025,0.2505349794238683,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,25.142857142857142,8926.32,2026-04-14 20:17:53.742139
ACCT-01876,Silver,LATAM,Media & Entertainment,False,78813.86,2021-07-04,546,2,6.0,1733.96,288.99333333333334,16.0,4768.3,298.01875,37.0,13806.61,373.15162162162164,2.0,120.0,42897.13,-0.009287925696594423,-4.83466460268318,-10.670173250173264,0.0,0.15789473684210525,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,44.31107142857143,2.0839119804400976,0.17857142857142858,0.0,0.0,8.418000000000001,0.5,0.16666666666666666,0.10526315789473684,0.06140350877192982,6.0,28.27906976744186,19463.97,2026-04-14 20:17:53.742139
ACCT-01877,Silver,North America,Media & Entertainment,False,126272.01,2021-08-20,499,2,4.0,755.6,188.9,12.0,2490.97,207.58083333333332,26.0,8074.7,310.56538461538463,10.0,69.0,23020.69,0.1338235294117647,33.95445588235294,-67.46980056980055,0.2,0.14285714285714285,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,12.495,2.0,0.5,0.0,0.0,4.22,0.5,0.0,0.21428571428571427,-0.21428571428571427,6.0,30.098765432098766,16889.91,2026-04-14 20:17:53.742139
ACCT-01878,Silver,North America,Real Estate,False,64164.54,2023-05-20,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9483.77,2026-04-14 20:17:53.742139
ACCT-01879,Silver,North America,Telecommunications,False,114702.56,2020-08-04,880,2,1.0,360.24,360.24,7.0,2104.75,300.67857142857144,16.0,5534.36,345.8975,23.0,66.0,24236.45,-0.023043478260869565,-11.266291304347828,-37.05788461538464,0.5,0.2222222222222222,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,51.884166666666665,1.5156846473029046,0.16666666666666666,6.0,1.3195356986421374,9.403333333333334,0.4722222222222222,0.0,0.3333333333333333,-0.3333333333333333,6.0,31.604938271604937,10478.24,2026-04-14 20:17:53.742139
ACCT-01880,Silver,EMEA,Manufacturing,False,109038.49,2020-09-18,835,2,0.0,0.0,0.0,7.0,2099.41,299.9157142857143,18.0,8749.18,486.0655555555556,40.0,68.0,26865.89,-0.045736871823828344,13.084870129870128,213.11180555555558,1.0,0.3,1.0,-7.213475800929758e-11,12525.85,0,1.0,0.0,0.0,0.0,9.0,54.12777777777777,0.4201840490797546,0.1111111111111111,2.0,1.5866063172239255,22.4,0.4444444444444444,1.0,0.3,0.7,6.0,31.221052631578946,21633.89,2026-04-14 20:17:53.742139
ACCT-01881,Bronze,North America,Government,False,24756.0,2023-11-22,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.83,2026-04-14 20:17:53.742139
ACCT-01882,Silver,EMEA,Media & Entertainment,False,44307.1,2021-01-14,717,2,6.0,1297.25,216.20833333333334,16.0,3718.01,232.375625,26.0,7591.17,291.9680769230769,4.0,106.0,38037.99,0.04,-1.1611695652173892,-115.28129807692306,0.0,0.15789473684210525,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,54.826666666666675,1.0855274888558692,0.125,3.0,0.9212111257117828,6.916666666666667,0.4166666666666667,0.0,0.05263157894736842,-0.05263157894736842,6.0,30.7578125,12567.17,2026-04-14 20:17:53.742139
ACCT-01883,Bronze,APAC,Retail,False,17487.03,2020-07-11,904,1,1.0,439.1,439.1,3.0,670.25,223.41666666666666,8.0,1637.3000000000002,204.66250000000002,22.0,46.0,10491.82,-0.01679841897233201,-21.9911948051948,18.66625000000002,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.0,50.17,1.3656150506512301,0.12903225806451613,3.0,0.7322707812301301,8.0875,0.3870967741935484,0.0,0.0,0.0,6.0,31.452830188679247,0.0,2026-04-14 20:17:53.742139
ACCT-01884,Silver,EMEA,Education,False,23739.51,2021-04-27,614,2,2.0,235.65,117.825,12.0,2865.75,238.8125,25.0,8406.53,336.26120000000003,19.0,72.0,24399.04,0.03157894736842105,9.75047368421052,-39.632133333333286,0.3333333333333333,0.07692307692307693,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,64.42750000000001,0.47011583011583014,0.0,2.0,1.4180902321506788,0.0,0.375,0.0,0.15384615384615385,-0.15384615384615385,6.0,30.710843373493976,9881.23,2026-04-14 20:17:53.742139
ACCT-01885,Silver,EMEA,Healthcare,False,94259.6,2021-12-28,369,2,3.0,911.06,303.68666666666667,11.0,3804.18,345.83454545454543,23.0,9686.74,421.1626086956522,4.0,51.0,22051.54,-0.2027972027972028,-62.35020979020979,-20.437391304347784,0.0,0.08333333333333333,1.0,-7.213475800929758e-11,19679.66,0,1.0,0.0,0.0,0.0,8.0,28.89,0.8855272727272728,0.125,5.0,1.8821178274200612,1.74,0.375,0.0,0.08333333333333333,-0.08333333333333333,5.0,27.892857142857142,39624.05,2026-04-14 20:17:53.742139
ACCT-01886,Gold,APAC,Legal,False,228458.03,2020-03-02,1035,3,10.0,7257.4,725.74,36.0,21712.09,603.1136111111111,66.0,43523.59,659.4483333333333,5.0,323.0,190574.15,-0.2447826086956522,-61.83173478260869,78.52368217054266,0.0,0.07692307692307693,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.0,44.17078947368421,1.6291830985915494,0.23684210526315788,7.0,1.4322106185305576,6.615555555555556,0.34210526315789475,0.0,0.1282051282051282,-0.1282051282051282,6.0,28.951482479784367,94105.26,2026-04-14 20:17:53.742139
ACCT-01887,Gold,APAC,Telecommunications,False,204753.05,2024-03-04,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01888,Bronze,North America,Logistics & Transportation,False,24079.65,2020-08-03,881,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279.28,279.28,92.0,15.0,4226.7699999999995,-0.0034965034965034935,-0.19877622377622745,-41.829999999999984,0.0,0.0,1.0,-7.213475800929758e-11,3570.22,0,0.0,0.0,0.0,1.0,14.0,33.045,0.7748363636363637,0.21428571428571427,2.0,0.8603967211063137,4.363333333333333,0.42857142857142855,0.0,0.0,0.0,5.0,32.294117647058826,5073.22,2026-04-14 20:17:53.742139
ACCT-01889,Silver,North America,Technology,False,112582.2,2022-01-08,358,2,0.0,0.0,0.0,2.0,383.92999999999995,191.96499999999997,6.0,1827.91,304.6516666666667,77.0,20.0,7713.549999999999,-0.23333333333333334,-106.45916666666666,-115.7511904761904,0.0,0.0,2.0,0.49999999985573046,37963.92,0,0.0,0.0,1.0,1.0,4.0,30.4125,1.0496551724137932,0.25,0.0,0.0,6.73,0.5,0.0,0.0,0.0,6.0,29.304347826086957,45589.03,2026-04-14 20:17:53.742139
ACCT-01890,Gold,EMEA,Pharmaceuticals,True,217867.89,2021-01-04,727,3,5.0,2023.6699999999998,404.734,25.0,11123.24,444.9296,53.0,26403.71,498.1832075471698,16.0,207.0,114000.72,0.02217391304347826,-28.46084347826089,-43.92490566037736,0.2857142857142857,0.32432432432432434,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,43.4375,0.3508933717579251,0.0,0.0,0.0,0.0,0.75,0.14285714285714285,0.10810810810810811,0.034749034749034735,6.0,31.134796238244515,0.0,2026-04-14 20:17:53.742139
ACCT-01891,Bronze,APAC,Manufacturing,False,20840.16,2021-06-22,558,1,0.0,0.0,0.0,2.0,402.24,201.12,5.0,769.34,153.868,83.0,25.0,5795.74,-0.11538461538461539,-42.60146853146853,-86.42366666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,48.03785714285714,1.5812987012987014,0.2857142857142857,7.0,1.4755803766973281,8.32625,0.35714285714285715,0.0,0.5,0.0,6.0,27.75862068965517,0.0,2026-04-14 20:17:53.742139
ACCT-01892,Silver,EMEA,Healthcare,False,83533.48,2020-03-24,1013,2,3.0,2049.8199999999997,683.2733333333332,10.0,5341.83,534.183,22.0,10295.65,467.98409090909087,1.0,94.0,37835.97,-0.04521739130434783,9.429841897233198,146.3140909090909,0.25,0.23076923076923078,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,67.11,0.7673949579831933,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,6.0,31.241935483870968,29995.38,2026-04-14 20:17:53.742139
ACCT-01893,Platinum,North America,Technology,True,807125.77,2024-09-27,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01894,Silver,EMEA,Retail,False,94932.01,2024-09-07,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01895,Gold,EMEA,Government,False,176604.91,2020-08-19,865,3,4.0,1092.77,273.1925,33.0,17310.27,524.5536363636364,68.0,40719.36,598.8141176470589,12.0,284.0,157313.12,0.030434782608695653,41.573930434782596,61.68236089030211,0.2,0.21428571428571427,1.0,-7.213475800929758e-11,24232.43,0,0.0,0.0,0.0,1.0,10.0,48.158,0.5150592216582065,0.2,1.0,0.6471747700394217,3.135,0.3,0.0,0.11904761904761904,-0.11904761904761904,6.0,31.919642857142858,95036.52,2026-04-14 20:17:53.742139
ACCT-01896,Bronze,EMEA,Pharmaceuticals,False,24666.46,2020-12-27,735,1,2.0,425.21,212.605,3.0,773.75,257.9166666666667,13.0,2645.36,203.48923076923077,4.0,50.0,10412.78,-0.007905138339920948,10.03516883116883,-44.84876923076925,0.0,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,108.005,0.16409703504043127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,30.940298507462686,4003.52,2026-04-14 20:17:53.742139
ACCT-01897,Silver,APAC,Legal,False,91121.09,2024-06-03,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-01898,Platinum,APAC,Education,False,436837.09,2022-01-28,338,4,31.0,20851.94,672.6432258064516,105.0,83252.66,792.8824761904763,205.0,176111.85,859.0821951219513,2.0,367.0,325116.66,2.0524475524475525,1069.1107692307694,-60.70058265582645,0.20512820512820512,0.21641791044776118,3.0,0.7924812501441737,218479.76,0,0.0,1.0,1.0,1.0,20.0,48.9285,2.0092409240924094,0.15,2.0,0.3318002628120893,4.5200000000000005,0.35,0.10256410256410256,0.1044776119402985,-0.0019135093761959432,6.0,31.237362637362637,520641.73,2026-04-14 20:17:53.742139
ACCT-01899,Platinum,EMEA,Media & Entertainment,False,423568.32,2020-04-24,982,4,22.0,24771.12,1125.96,74.0,62623.74,846.2667567567568,143.0,123734.47,865.276013986014,1.0,522.0,461700.19,0.10391304347826086,131.4429869565217,-73.26634373756326,0.2413793103448276,0.12941176470588237,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,34.8575,0.20125619834710742,0.0,0.0,0.0,0.0,0.25,0.13793103448275862,0.10588235294117647,0.03204868154158215,6.0,30.384737678855327,196247.4,2026-04-14 20:17:53.742139
ACCT-01900,Silver,EMEA,Logistics & Transportation,True,79728.27,2020-09-05,848,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,94.0,32260.6,-0.00909090909090909,-181.22799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,77.324,1.0718309859154929,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,6.0,32.85820895522388,0.0,2026-04-14 20:17:53.742139
ACCT-01901,Platinum,EMEA,Legal,True,727863.52,2022-01-25,341,4,33.0,27230.83,825.1766666666667,95.0,79562.91,837.5043157894737,158.0,139721.16,884.3111392405063,2.0,291.0,246698.29,1.6923076923076925,1345.670104895105,79.97181593223559,0.25,0.26356589147286824,1.0,-7.213475800929758e-11,134700.38,0,0.0,1.0,0.0,0.0,41.0,68.84243902439025,3.7254925373134333,0.14634146341463414,15.0,1.3421044197301366,7.785,0.3902439024390244,0.25,0.24806201550387597,0.0019379844961240345,6.0,31.67464114832536,363189.41,2026-04-14 20:17:53.742139
ACCT-01902,Bronze,EMEA,Manufacturing,False,30932.32,2022-10-16,77,1,5.0,794.27,158.85399999999998,9.0,1347.19,149.6877777777778,9.0,1347.19,149.6877777777778,10.0,9.0,1347.19,0.0,0.0,0.0,0.0,0.1,1.0,-7.213475800929758e-11,3243.88,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,37.2,12642.38,2026-04-14 20:17:53.742139
ACCT-01903,Gold,EMEA,Energy,False,175428.27,2023-02-27,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180478.13,2026-04-14 20:17:53.742139
ACCT-01904,Bronze,EMEA,Pharmaceuticals,False,31517.6,2020-10-07,816,1,4.0,500.46999999999997,125.11749999999999,9.0,1553.8,172.64444444444445,17.0,3429.12,201.7129411764706,3.0,66.0,14957.48,0.07521739130434782,12.998104347826088,-96.89653250773992,0.2,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,44.7675,0.24950819672131147,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6.0,32.20779220779221,6340.95,2026-04-14 20:17:53.742139
ACCT-01905,Silver,EMEA,Energy,False,80205.76,2021-11-07,420,2,5.0,1509.44,301.88800000000003,19.0,5103.67,268.6142105263158,35.0,12932.81,369.50885714285715,2.0,70.0,23312.16,0.35604395604395606,76.34369230769232,92.69125714285718,0.0,0.24,1.0,-7.213475800929758e-11,12747.64,0,0.0,0.0,1.0,0.0,6.0,45.99166666666667,0.5387610619469027,0.0,1.0,0.6187034603591764,0.0,0.8333333333333334,0.4,0.12,0.28,6.0,29.433333333333334,32820.61,2026-04-14 20:17:53.742139
ACCT-01906,Silver,EMEA,Telecommunications,False,88270.12,2021-04-22,619,2,3.0,920.78,306.9266666666667,12.0,3809.73,317.4775,21.0,7150.03,340.47761904761904,3.0,85.0,28272.47,0.09610389610389608,6.884844155844161,12.835744047619073,0.0,0.2,1.0,-7.213475800929758e-11,14885.6,0,0.0,0.0,1.0,0.0,1.0,39.37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,-0.2,6.0,33.89090909090909,37032.94,2026-04-14 20:17:53.742139
ACCT-01907,Platinum,North America,Technology,False,538043.57,2022-09-03,120,4,27.0,25607.23,948.4159259259259,97.0,81651.21,841.7650515463919,122.0,101054.23,828.3133606557377,1.0,122.0,101054.23,0.8,2188.9749999999995,0.0,0.22857142857142856,0.18487394957983194,2.0,0.49999999985573046,242105.77000000002,0,0.0,1.0,1.0,0.0,4.0,40.4825,2.1361403508771932,0.25,4.0,0.624178712220762,1.08,0.5,0.08571428571428572,0.14285714285714285,-0.057142857142857134,6.0,29.87012987012987,606979.69,2026-04-14 20:17:53.742139
ACCT-01908,Bronze,EMEA,Pharmaceuticals,False,9173.07,2021-08-10,509,1,2.0,211.88,105.94,8.0,1743.56,217.945,13.0,3203.74,246.44153846153844,13.0,42.0,11654.960000000001,-0.03214285714285714,0.15960439560438336,-61.05387820512826,0.3333333333333333,0.2,1.0,-7.213475800929758e-11,1665.0,0,1.0,0.0,0.0,0.0,2.0,23.27,0.23148288973384032,0.0,1.0,1.4399912395970214,0.0,1.0,0.0,0.0,0.0,6.0,30.285714285714285,6840.38,2026-04-14 20:17:53.742139
ACCT-01909,Bronze,EMEA,Energy,True,5000.0,2021-01-08,723,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,14.0,3208.16,-0.9,-3.6689999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,46.906,3.459090909090909,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,6.0,22.454545454545453,0.0,2026-04-14 20:17:53.742139
ACCT-01910,Platinum,North America,Manufacturing,False,533993.21,2024-01-28,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
